ensembl_gene,entrezgene,symbol,biotype
ENSMUSG00000027940,59069,Tpm3,protein_coding
ENSMUSG00000027942,99650,4933434E20Rik,protein_coding
ENSMUSG00000027944,23897,Hax1,protein_coding
ENSMUSG00000027947,16194,Il6ra,protein_coding
ENSMUSG00000027950,11444,Chrnb2,protein_coding
ENSMUSG00000027951,56417,Adar,protein_coding
ENSMUSG00000027952,68603,Pmvk,protein_coding
ENSMUSG00000027953,19729,Slc50a1,protein_coding
ENSMUSG00000027954,13636,Efna1,protein_coding
ENSMUSG00000027955,68659,Gask1b,protein_coding
ENSMUSG00000027956,70652,Tmem144,protein_coding
ENSMUSG00000027957,229782,Slc35a3,protein_coding
ENSMUSG00000027959,72776,Sass6,protein_coding
ENSMUSG00000027961,109245,Lrrc39,protein_coding
ENSMUSG00000027962,22329,Vcam1,protein_coding
ENSMUSG00000027963,58193,Extl2,protein_coding
ENSMUSG00000027965,229759,Olfm3,protein_coding
ENSMUSG00000027966,12814,Col11a1,protein_coding
ENSMUSG00000027967,11924,Neurog2,protein_coding
ENSMUSG00000027968,28036,Larp7,protein_coding
ENSMUSG00000027971,64580,Ndst4,protein_coding
ENSMUSG00000027973,71824,1700006A11Rik,protein_coding
ENSMUSG00000027977,83398,Ndst3,protein_coding
ENSMUSG00000027978,19142,Prss12,protein_coding
ENSMUSG00000027981,67225,Rnpc3,protein_coding
ENSMUSG00000027983,71519,Cyp2u1,protein_coding
ENSMUSG00000027984,15107,Hadh,protein_coding
ENSMUSG00000027985,16842,Lef1,protein_coding
ENSMUSG00000027993,80890,Trim2,protein_coding
ENSMUSG00000027994,66815,Mcub,protein_coding
ENSMUSG00000027995,24088,Tlr2,protein_coding
ENSMUSG00000027996,20319,Sfrp2,protein_coding
ENSMUSG00000027997,12368,Casp6,protein_coding
ENSMUSG00000027998,53317,Plrg1,protein_coding
ENSMUSG00000027999,66350,Pla2g12a,protein_coding
ENSMUSG00000028001,14161,Fga,protein_coding
ENSMUSG00000028003,79235,Lrat,protein_coding
ENSMUSG00000028004,18167,Npy2r,protein_coding
ENSMUSG00000028005,54195,Gucy1b1,protein_coding
ENSMUSG00000028007,76561,Snx7,protein_coding
ENSMUSG00000028008,58170,Asic5,protein_coding
ENSMUSG00000028009,433646,1700061I17Rik,lncRNA
ENSMUSG00000028010,68147,Gar1,protein_coding
ENSMUSG00000028011,56720,Tdo2,protein_coding
ENSMUSG00000028012,20132,Rrh,protein_coding
ENSMUSG00000028013,74776,Ppa2,protein_coding
ENSMUSG00000028015,229445,Ctso,protein_coding
ENSMUSG00000028016,71793,Ints12,protein_coding
ENSMUSG00000028017,13645,Egf,protein_coding
ENSMUSG00000028018,67553,Gstcd,protein_coding
ENSMUSG00000028019,54635,Pdgfc,protein_coding
ENSMUSG00000028020,14658,Glrb,protein_coding
ENSMUSG00000028023,18741,Pitx2,protein_coding
ENSMUSG00000028024,13809,Enpep,protein_coding
ENSMUSG00000028028,71481,Alpk1,protein_coding
ENSMUSG00000028029,13722,Aimp1,protein_coding
ENSMUSG00000028030,271981,Tbck,protein_coding
ENSMUSG00000028031,56811,Dkk2,protein_coding
ENSMUSG00000028032,23971,Papss1,protein_coding
ENSMUSG00000028033,226922,Kcnq5,protein_coding
ENSMUSG00000028034,51886,Fubp1,protein_coding
ENSMUSG00000028035,67035,Dnajb4,protein_coding
ENSMUSG00000028036,19220,Ptgfr,protein_coding
ENSMUSG00000028037,99899,Ifi44,protein_coding
ENSMUSG00000028039,13638,Efna3,protein_coding
ENSMUSG00000028040,13639,Efna4,protein_coding
ENSMUSG00000028041,11490,Adam15,protein_coding
ENSMUSG00000028042,22724,Zbtb7b,protein_coding
ENSMUSG00000028044,54124,Cks1b,protein_coding
ENSMUSG00000028047,21827,Thbs3,protein_coding
ENSMUSG00000028049,24045,Scamp3,protein_coding
ENSMUSG00000028051,15168,Hcn3,protein_coding
ENSMUSG00000028053,192195,Ash1l,protein_coding
ENSMUSG00000028057,19769,Rit1,protein_coding
ENSMUSG00000028059,16800,Arhgef2,protein_coding
ENSMUSG00000028060,74200,Khdc4,protein_coding
ENSMUSG00000028062,83409,Lamtor2,protein_coding
ENSMUSG00000028063,16905,Lmna,protein_coding
ENSMUSG00000028064,20351,Sema4a,protein_coding
ENSMUSG00000028066,67037,Pmf1,protein_coding
ENSMUSG00000028068,404710,Iqgap3,protein_coding
ENSMUSG00000028069,66614,Gpatch4,protein_coding
ENSMUSG00000028070,246703,Naxe,protein_coding
ENSMUSG00000028071,27371,Sh2d2a,protein_coding
ENSMUSG00000028072,18211,Ntrk1,protein_coding
ENSMUSG00000028073,73182,Pear1,protein_coding
ENSMUSG00000028076,12479,Cd1d1,protein_coding
ENSMUSG00000028078,70762,Dclk2,protein_coding
ENSMUSG00000028080,80877,Lrba,protein_coding
ENSMUSG00000028081,20091,Rps3a1,protein_coding
ENSMUSG00000028082,27059,Sh3d19,protein_coding
ENSMUSG00000028085,229487,Gatb,protein_coding
ENSMUSG00000028086,50754,Fbxw7,protein_coding
ENSMUSG00000028088,14263,Fmo5,protein_coding
ENSMUSG00000028089,68058,Chd1l,protein_coding
ENSMUSG00000028093,66659,Acp6,protein_coding
ENSMUSG00000028096,67549,Gpr89,protein_coding
ENSMUSG00000028098,67845,Rnf115,protein_coding
ENSMUSG00000028099,74414,Polr3c,protein_coding
ENSMUSG00000028100,78373,Nudt17,protein_coding
ENSMUSG00000028101,229615,Pias3,protein_coding
ENSMUSG00000028102,18632,Pex11b,protein_coding
ENSMUSG00000028104,69870,Polr3gl,protein_coding
ENSMUSG00000028106,75137,Rprd2,protein_coding
ENSMUSG00000028107,71807,Tars2,protein_coding
ENSMUSG00000028108,13601,Ecm1,protein_coding
ENSMUSG00000028109,67981,Hormad1,protein_coding
ENSMUSG00000028111,13038,Ctsk,protein_coding
ENSMUSG00000028114,210529,Mettl14,protein_coding
ENSMUSG00000028115,171388,Bnipl,protein_coding
ENSMUSG00000028116,59006,Myoz2,protein_coding
ENSMUSG00000028121,29815,Bcar3,protein_coding
ENSMUSG00000028124,14630,Gclm,protein_coding
ENSMUSG00000028125,11304,Abca4,protein_coding
ENSMUSG00000028126,18720,Pip5k1a,protein_coding
ENSMUSG00000028127,19299,Abcd3,protein_coding
ENSMUSG00000028128,14066,F3,protein_coding
ENSMUSG00000028132,99887,Tlcd4,protein_coding
ENSMUSG00000028133,66568,Rwdd3,protein_coding
ENSMUSG00000028134,56195,Ptbp2,protein_coding
ENSMUSG00000028136,76742,Snx27,protein_coding
ENSMUSG00000028137,78784,Celf3,protein_coding
ENSMUSG00000028138,11532,Adh5,protein_coding
ENSMUSG00000028139,66353,Riiad1,protein_coding
ENSMUSG00000028140,78523,Mrpl9,protein_coding
ENSMUSG00000028141,53814,Oaz3,protein_coding
ENSMUSG00000028145,75778,Them4,protein_coding
ENSMUSG00000028148,66198,Them5,protein_coding
ENSMUSG00000028149,229877,Rap1gds1,protein_coding
ENSMUSG00000028150,19885,Rorc,protein_coding
ENSMUSG00000028152,56224,Tspan5,protein_coding
ENSMUSG00000028156,13684,Eif4e,protein_coding
ENSMUSG00000028158,17777,Mttp,protein_coding
ENSMUSG00000028159,26377,Dapp1,protein_coding
ENSMUSG00000028161,19055,Ppp3ca,protein_coding
ENSMUSG00000028163,18033,Nfkb1,protein_coding
ENSMUSG00000028164,110173,Manba,protein_coding
ENSMUSG00000028165,67006,Cisd2,protein_coding
ENSMUSG00000028167,69772,Bdh2,protein_coding
ENSMUSG00000028172,21338,Tacr3,protein_coding
ENSMUSG00000028173,68151,Wls,protein_coding
ENSMUSG00000028174,19892,Rpe65,protein_coding
ENSMUSG00000028175,76131,Depdc1a,protein_coding
ENSMUSG00000028176,242274,Lrrc7,protein_coding
ENSMUSG00000028177,69042,1810013D15Rik,lncRNA
ENSMUSG00000028179,107869,Cth,protein_coding
ENSMUSG00000028180,53861,Zranb2,protein_coding
ENSMUSG00000028182,74435,Lrriq3,protein_coding
ENSMUSG00000028184,99633,Adgrl2,protein_coding
ENSMUSG00000028185,56629,Dnase2b,protein_coding
ENSMUSG00000028186,22262,Uox,protein_coding
ENSMUSG00000028187,70285,Rpf1,protein_coding
ENSMUSG00000028188,70951,Spata1,protein_coding
ENSMUSG00000028189,74245,Ctbs,protein_coding
ENSMUSG00000028191,12042,Bcl10,protein_coding
ENSMUSG00000028194,69219,Ddah1,protein_coding
ENSMUSG00000028195,16007,Ccn1,protein_coding
ENSMUSG00000028197,71355,Col24a1,protein_coding
ENSMUSG00000028199,12972,Cryz,protein_coding
ENSMUSG00000028207,65973,Asph,protein_coding
ENSMUSG00000028211,60599,Trp53inp1,protein_coding
ENSMUSG00000028212,12448,Ccne2,protein_coding
ENSMUSG00000028214,14579,Gem,protein_coding
ENSMUSG00000028217,12557,Cdh17,protein_coding
ENSMUSG00000028218,68099,Cibar1,protein_coding
ENSMUSG00000028221,72519,Pip4p2,protein_coding
ENSMUSG00000028222,12307,Calb1,protein_coding
ENSMUSG00000028223,67460,Decr1,protein_coding
ENSMUSG00000028224,27354,Nbn,protein_coding
ENSMUSG00000028226,17389,Mmp16,protein_coding
ENSMUSG00000028228,70568,Cpne3,protein_coding
ENSMUSG00000028229,66302,Rmdn1,protein_coding
ENSMUSG00000028232,72098,Tmem68,protein_coding
ENSMUSG00000028233,116940,Tgs1,protein_coding
ENSMUSG00000028234,67427,Rps20,protein_coding
ENSMUSG00000028236,242285,Sdr16c5,protein_coding
ENSMUSG00000028238,242341,Atp6v0d2,protein_coding
ENSMUSG00000028240,13122,Cyp7a1,protein_coding
ENSMUSG00000028243,68053,Ubxn2b,protein_coding
ENSMUSG00000028244,117962243,1700025O08Rik,lncRNA
ENSMUSG00000028245,18201,Nsmaf,protein_coding
ENSMUSG00000028246,76132,Faxc,protein_coding
ENSMUSG00000028247,230027,Coq3,protein_coding
ENSMUSG00000028248,66625,Pnisr,protein_coding
ENSMUSG00000028249,53378,Sdcbp,protein_coding
ENSMUSG00000028251,77032,Tstd3,protein_coding
ENSMUSG00000028252,51813,Ccnc,protein_coding
ENSMUSG00000028255,23844,Clca1,protein_coding
ENSMUSG00000028256,52184,Odf2l,protein_coding
ENSMUSG00000028259,57756,Fhl5,protein_coding
ENSMUSG00000028261,68493,Ndufaf4,protein_coding
ENSMUSG00000028262,80797,Clca3a2,protein_coding
ENSMUSG00000028264,67652,Spaca1,protein_coding
ENSMUSG00000028266,16911,Lmo4,protein_coding
ENSMUSG00000028268,55932,Gbp3,protein_coding
ENSMUSG00000028270,14469,Gbp2,protein_coding
ENSMUSG00000028271,229906,Gtf2b,protein_coding
ENSMUSG00000028273,56376,Pdlim5,protein_coding
ENSMUSG00000028274,24018,Rngtt,protein_coding
ENSMUSG00000028277,56228,Ube2j1,protein_coding
ENSMUSG00000028278,52187,Rragd,protein_coding
ENSMUSG00000028280,14408,Gabrr1,protein_coding
ENSMUSG00000028282,26885,Casp8ap2,protein_coding
ENSMUSG00000028284,26409,Map3k7,protein_coding
ENSMUSG00000028287,75471,1700009N14Rik,protein_coding
ENSMUSG00000028289,13841,Epha7,protein_coding
ENSMUSG00000028291,433693,Akirin2,protein_coding
ENSMUSG00000028292,109093,Rars2,protein_coding
ENSMUSG00000028293,24060,Slc35a1,protein_coding
ENSMUSG00000028294,69329,Cfap206,protein_coding
ENSMUSG00000028295,66291,Smim8,protein_coding
ENSMUSG00000028298,12640,Cga,protein_coding
ENSMUSG00000028300,73205,C9orf72,protein_coding
ENSMUSG00000028307,230163,Aldob,protein_coding
ENSMUSG00000028309,109331,Rnf20,protein_coding
ENSMUSG00000028310,19059,Ppp3r2,protein_coding
ENSMUSG00000028312,14211,Smc2,protein_coding
ENSMUSG00000028314,68274,Toporsl,protein_coding
ENSMUSG00000028318,64424,Polr1e,protein_coding
ENSMUSG00000028322,66362,Exosc3,protein_coding
ENSMUSG00000028327,74152,Stra6l,protein_coding
ENSMUSG00000028328,21916,Tmod1,protein_coding
ENSMUSG00000028329,22590,Xpa,protein_coding
ENSMUSG00000028330,433702,Ncbp1,protein_coding
ENSMUSG00000028331,74753,Trmo,protein_coding
ENSMUSG00000028332,93966,Hemgn,protein_coding
ENSMUSG00000028333,67628,Anp32b,protein_coding
ENSMUSG00000028334,94181,Nans,protein_coding
ENSMUSG00000028337,107684,Coro2a,protein_coding
ENSMUSG00000028339,12819,Col15a1,protein_coding
ENSMUSG00000028341,18124,Nr4a3,protein_coding
ENSMUSG00000028343,76299,Erp44,protein_coding
ENSMUSG00000028344,16348,Invs,protein_coding
ENSMUSG00000028345,269536,Tex10,protein_coding
ENSMUSG00000028347,230157,Tmeff1,protein_coding
ENSMUSG00000028348,68016,Cavin4,protein_coding
ENSMUSG00000028351,56710,Brinp1,protein_coding
ENSMUSG00000028354,54418,Fmn2,protein_coding
ENSMUSG00000028356,11699,Ambp,protein_coding
ENSMUSG00000028357,16552,Kif12,protein_coding
ENSMUSG00000028358,72701,Zfp618,protein_coding
ENSMUSG00000028359,18407,Orm3,protein_coding
ENSMUSG00000028360,242259,Slc44a5,protein_coding
ENSMUSG00000028362,21949,Tnfsf8,protein_coding
ENSMUSG00000028364,21923,Tnc,protein_coding
ENSMUSG00000028367,22166,Txn1,protein_coding
ENSMUSG00000028369,64817,Svep1,protein_coding
ENSMUSG00000028370,18491,Pappa,protein_coding
ENSMUSG00000028373,56079,Astn2,protein_coding
ENSMUSG00000028378,67103,Ptgr1,protein_coding
ENSMUSG00000028381,22234,Ugcg,protein_coding
ENSMUSG00000028382,230257,Ptbp3,protein_coding
ENSMUSG00000028383,72479,Hsdl2,protein_coding
ENSMUSG00000028385,209131,Snx30,protein_coding
ENSMUSG00000028386,30936,Slc46a2,protein_coding
ENSMUSG00000028389,22696,Zfp37,protein_coding
ENSMUSG00000028391,71354,Wdr31,protein_coding
ENSMUSG00000028392,192120,Bspry,protein_coding
ENSMUSG00000028393,17025,Alad,protein_coding
ENSMUSG00000028394,59001,Pole3,protein_coding
ENSMUSG00000028396,71886,2310002L09Rik,protein_coding
ENSMUSG00000028397,76804,Kdm4c,protein_coding
ENSMUSG00000028398,66928,Dmac1,protein_coding
ENSMUSG00000028399,19266,Ptprd,protein_coding
ENSMUSG00000028402,17475,Mpdz,protein_coding
ENSMUSG00000028403,68268,Zdhhc21,protein_coding
ENSMUSG00000028405,11428,Aco1,protein_coding
ENSMUSG00000028407,100504309,Smim27,protein_coding
ENSMUSG00000028409,74255,Smu1,protein_coding
ENSMUSG00000028410,15502,Dnaja1,protein_coding
ENSMUSG00000028411,66408,Aptx,protein_coding
ENSMUSG00000028412,100434,Slc44a1,protein_coding
ENSMUSG00000028413,14595,B4galt1,protein_coding
ENSMUSG00000028414,246179,Fktn,protein_coding
ENSMUSG00000028415,20731,Spink4,protein_coding
ENSMUSG00000028416,12017,Bag1,protein_coding
ENSMUSG00000028417,21350,Tal2,protein_coding
ENSMUSG00000028419,76959,Chmp5,protein_coding
ENSMUSG00000028420,52076,Tmem38b,protein_coding
ENSMUSG00000028423,74164,Nfx1,protein_coding
ENSMUSG00000028426,19359,Rad23b,protein_coding
ENSMUSG00000028427,11832,Aqp7,protein_coding
ENSMUSG00000028430,230082,Nol6,protein_coding
ENSMUSG00000028431,230233,Elp1,protein_coding
ENSMUSG00000028433,68926,Ubap2,protein_coding
ENSMUSG00000028434,54357,Epb41l4b,protein_coding
ENSMUSG00000028435,11828,Aqp3,protein_coding
ENSMUSG00000028436,68970,Dcaf12,protein_coding
ENSMUSG00000028437,67123,Ubap1,protein_coding
ENSMUSG00000028438,109242,Kif24,protein_coding
ENSMUSG00000028439,71901,Fam219a,protein_coding
ENSMUSG00000028443,66401,Nudt2,protein_coding
ENSMUSG00000028444,12804,Cntfr,protein_coding
ENSMUSG00000028445,69638,Enho,protein_coding
ENSMUSG00000028447,53598,Dctn3,protein_coding
ENSMUSG00000028452,269523,Vcp,protein_coding
ENSMUSG00000028453,60534,Fancg,protein_coding
ENSMUSG00000028454,56703,Pigo,protein_coding
ENSMUSG00000028455,66592,Stoml2,protein_coding
ENSMUSG00000028456,22249,Unc13b,protein_coding
ENSMUSG00000028457,320571,Atp8b5,protein_coding
ENSMUSG00000028458,21754,Tesk1,protein_coding
ENSMUSG00000028459,12517,Cd72,protein_coding
ENSMUSG00000028460,54390,Sit1,protein_coding
ENSMUSG00000028461,622404,Ccdc107,protein_coding
ENSMUSG00000028463,230099,Car9,protein_coding
ENSMUSG00000028464,22004,Tpm2,protein_coding
ENSMUSG00000028465,21894,Tln1,protein_coding
ENSMUSG00000028466,12913,Creb3,protein_coding
ENSMUSG00000028467,230101,Gba2,protein_coding
ENSMUSG00000028468,242406,Rgp1,protein_coding
ENSMUSG00000028469,230103,Npr2,protein_coding
ENSMUSG00000028470,68917,Hint2,protein_coding
ENSMUSG00000028475,71406,Spaar,protein_coding
ENSMUSG00000028476,53614,Reck,protein_coding
ENSMUSG00000028478,12757,Clta,protein_coding
ENSMUSG00000028479,50798,Gne,protein_coding
ENSMUSG00000028480,384009,Glipr2,protein_coding
ENSMUSG00000028483,77634,Snapc3,protein_coding
ENSMUSG00000028484,101739,Psip1,protein_coding
ENSMUSG00000028487,242509,Bnc2,protein_coding
ENSMUSG00000028488,20404,Sh3gl2,protein_coding
ENSMUSG00000028492,75811,Saxo1,protein_coding
ENSMUSG00000028494,11520,Plin2,protein_coding
ENSMUSG00000028495,20104,Rps6,protein_coding
ENSMUSG00000028496,70122,Mllt3,protein_coding
ENSMUSG00000028497,66775,Hacd4,protein_coding
ENSMUSG00000028514,329908,Usp24,protein_coding
ENSMUSG00000028517,67916,Plpp3,protein_coding
ENSMUSG00000028518,108079,Prkaa2,protein_coding
ENSMUSG00000028519,13131,Dab1,protein_coding
ENSMUSG00000028520,70941,4921539E11Rik,protein_coding
ENSMUSG00000028521,242585,Slc35d1,protein_coding
ENSMUSG00000028522,71148,Mier1,protein_coding
ENSMUSG00000028523,67344,Dynlt5,protein_coding
ENSMUSG00000028524,73094,Sgip1,protein_coding
ENSMUSG00000028525,18578,Pde4b,protein_coding
ENSMUSG00000028527,11639,Ak4,protein_coding
ENSMUSG00000028528,72685,Dnajc6,protein_coding
ENSMUSG00000028530,16451,Jak1,protein_coding
ENSMUSG00000028532,320508,Cachd1,protein_coding
ENSMUSG00000028533,69314,Izumo3,protein_coding
ENSMUSG00000028536,66451,2610528J11Rik,protein_coding
ENSMUSG00000028538,20441,St3gal3,protein_coding
ENSMUSG00000028539,11876,Artn,protein_coding
ENSMUSG00000028540,67728,Dph2,protein_coding
ENSMUSG00000028541,53418,B4galt2,protein_coding
ENSMUSG00000028542,14664,Slc6a9,protein_coding
ENSMUSG00000028544,230612,Slc5a9,protein_coding
ENSMUSG00000028545,67621,Bend5,protein_coding
ENSMUSG00000028546,15572,Elavl4,protein_coding
ENSMUSG00000028549,67733,Itgb3bp,protein_coding
ENSMUSG00000028550,242557,Atg4c,protein_coding
ENSMUSG00000028551,12580,Cdkn2c,protein_coding
ENSMUSG00000028552,13858,Eps15,protein_coding
ENSMUSG00000028553,30924,Angptl3,protein_coding
ENSMUSG00000028555,230603,Ttc39a,protein_coding
ENSMUSG00000028556,67299,Dock7,protein_coding
ENSMUSG00000028557,29864,Rnf11,protein_coding
ENSMUSG00000028558,108802,Calr4,protein_coding
ENSMUSG00000028559,100273,Osbpl9,protein_coding
ENSMUSG00000028560,230484,Usp1,protein_coding
ENSMUSG00000028563,94043,Tm2d1,protein_coding
ENSMUSG00000028565,18027,Nfia,protein_coding
ENSMUSG00000028567,66073,Txndc12,protein_coding
ENSMUSG00000028568,70533,Btf3l4,protein_coding
ENSMUSG00000028571,230459,Cyp2j13,protein_coding
ENSMUSG00000028572,77963,Hook1,protein_coding
ENSMUSG00000028573,75578,Fggy,protein_coding
ENSMUSG00000028575,67753,Eqtn,protein_coding
ENSMUSG00000028576,67694,Ift74,protein_coding
ENSMUSG00000028577,18786,Plaa,protein_coding
ENSMUSG00000028578,67770,Caap1,protein_coding
ENSMUSG00000028580,80912,Pum1,protein_coding
ENSMUSG00000028581,16792,Laptm5,protein_coding
ENSMUSG00000028582,319965,Cc2d1b,protein_coding
ENSMUSG00000028583,14726,Pdpn,protein_coding
ENSMUSG00000028584,242735,Lrrc38,protein_coding
ENSMUSG00000028587,18392,Orc1,protein_coding
ENSMUSG00000028591,77632,Pramel13,protein_coding
ENSMUSG00000028593,381572,Aadacl4fm1,protein_coding
ENSMUSG00000028597,67305,Gpx7,protein_coding
ENSMUSG00000028599,21938,Tnfrsf1b,protein_coding
ENSMUSG00000028600,242608,Podn,protein_coding
ENSMUSG00000028601,52430,Echdc2,protein_coding
ENSMUSG00000028602,21941,Tnfrsf8,protein_coding
ENSMUSG00000028603,20280,Scp2,protein_coding
ENSMUSG00000028607,12896,Cpt2,protein_coding
ENSMUSG00000028608,74098,Czib,protein_coding
ENSMUSG00000028609,17149,Magoh,protein_coding
ENSMUSG00000028610,56296,Dmrtb1,protein_coding
ENSMUSG00000028613,16975,Lrp8,protein_coding
ENSMUSG00000028614,72787,Ndc1,protein_coding
ENSMUSG00000028617,77809,Lrrc42,protein_coding
ENSMUSG00000028618,56374,Tmem59,protein_coding
ENSMUSG00000028619,66526,Tceanc2,protein_coding
ENSMUSG00000028621,230582,Cyb5rl,protein_coding
ENSMUSG00000028622,56280,Mrpl37,protein_coding
ENSMUSG00000028626,12840,Col9a2,protein_coding
ENSMUSG00000028629,73172,Exo5,protein_coding
ENSMUSG00000028630,69181,Dyrk2,protein_coding
ENSMUSG00000028631,60613,Kcnq4,protein_coding
ENSMUSG00000028634,16656,Hivep3,protein_coding
ENSMUSG00000028635,13615,Edn2,protein_coding
ENSMUSG00000028636,106564,Ppcs,protein_coding
ENSMUSG00000028637,73332,Ccdc30,protein_coding
ENSMUSG00000028639,22608,Ybx1,protein_coding
ENSMUSG00000028640,21420,Tfap2c,protein_coding
ENSMUSG00000028641,56401,P3h1,protein_coding
ENSMUSG00000028642,75180,Tmem269,protein_coding
ENSMUSG00000028643,69216,Svbp,protein_coding
ENSMUSG00000028644,27028,Ermap,protein_coding
ENSMUSG00000028645,20525,Slc2a1,protein_coding
ENSMUSG00000028646,54170,Rragc,protein_coding
ENSMUSG00000028647,56309,Mycbp,protein_coding
ENSMUSG00000028648,595136,Ndufs5,protein_coding
ENSMUSG00000028649,11426,Macf1,protein_coding
ENSMUSG00000028651,56031,Ppie,protein_coding
ENSMUSG00000028653,66966,Trit1,protein_coding
ENSMUSG00000028654,16918,Mycl,protein_coding
ENSMUSG00000028655,76574,Mfsd2a,protein_coding
ENSMUSG00000028656,12331,Cap1,protein_coding
ENSMUSG00000028657,19063,Ppt1,protein_coding
ENSMUSG00000028661,13842,Epha8,protein_coding
ENSMUSG00000028664,13844,Ephb2,protein_coding
ENSMUSG00000028668,27224,Eloa,protein_coding
ENSMUSG00000028669,66193,Pithd1,protein_coding
ENSMUSG00000028670,26394,Lypla2,protein_coding
ENSMUSG00000028671,74246,Gale,protein_coding
ENSMUSG00000028672,15356,Hmgcl,protein_coding
ENSMUSG00000028673,71665,Fuca1,protein_coding
ENSMUSG00000028675,52830,Pnrc2,protein_coding
ENSMUSG00000028676,14105,Srsf10,protein_coding
ENSMUSG00000028677,66743,Rnf220,protein_coding
ENSMUSG00000028678,73804,Kif2c,protein_coding
ENSMUSG00000028680,12795,Plk3,protein_coding
ENSMUSG00000028681,19207,Ptch2,protein_coding
ENSMUSG00000028683,108067,Eif2b3,protein_coding
ENSMUSG00000028684,22275,Urod,protein_coding
ENSMUSG00000028687,70603,Mutyh,protein_coding
ENSMUSG00000028688,68276,Toe1,protein_coding
ENSMUSG00000028689,68394,Ccdc163,protein_coding
ENSMUSG00000028690,67096,Mmachc,protein_coding
ENSMUSG00000028691,18477,Prdx1,protein_coding
ENSMUSG00000028692,58810,Akr1a1,protein_coding
ENSMUSG00000028693,50927,Nasp,protein_coding
ENSMUSG00000028696,16351,Ipp,protein_coding
ENSMUSG00000028698,18710,Pik3r3,protein_coding
ENSMUSG00000028699,66805,Tspan1,protein_coding
ENSMUSG00000028700,68273,Pomgnt1,protein_coding
ENSMUSG00000028701,68075,Lurap1,protein_coding
ENSMUSG00000028702,19366,Rad54l,protein_coding
ENSMUSG00000028703,230654,Lrrc41,protein_coding
ENSMUSG00000028706,72181,Nsun4,protein_coding
ENSMUSG00000028707,140477,Dmbx1,protein_coding
ENSMUSG00000028708,17346,Mknk1,protein_coding
ENSMUSG00000028709,100465,Mob3c,protein_coding
ENSMUSG00000028710,230649,Atpaf1,protein_coding
ENSMUSG00000028712,666168,Cyp4a31,protein_coding
ENSMUSG00000028713,13120,Cyp4b1,protein_coding
ENSMUSG00000028715,13119,Cyp4a14,protein_coding
ENSMUSG00000028716,67182,Pdzk1ip1,protein_coding
ENSMUSG00000028717,21349,Tal1,protein_coding
ENSMUSG00000028718,20460,Stil,protein_coding
ENSMUSG00000028719,66588,Cmpk1,protein_coding
ENSMUSG00000028729,69072,Ebna1bp2,protein_coding
ENSMUSG00000028730,68625,Cfap57,protein_coding
ENSMUSG00000028736,18509,Pax7,protein_coding
ENSMUSG00000028737,212647,Aldh4a1,protein_coding
ENSMUSG00000028738,83770,Tas1r2,protein_coding
ENSMUSG00000028741,69902,Mrto4,protein_coding
ENSMUSG00000028743,110198,Akr7a5,protein_coding
ENSMUSG00000028744,212555,Slc66a1,protein_coding
ENSMUSG00000028745,12345,Capzb,protein_coding
ENSMUSG00000028747,15565,Htr6,protein_coding
ENSMUSG00000028749,26971,Pla2g2f,protein_coding
ENSMUSG00000028750,18781,Pla2g2c,protein_coding
ENSMUSG00000028751,26970,Pla2g2e,protein_coding
ENSMUSG00000028753,75718,Vwa5b1,protein_coding
ENSMUSG00000028755,72269,Cda,protein_coding
ENSMUSG00000028756,68943,Pink1,protein_coding
ENSMUSG00000028757,13200,Ddost,protein_coding
ENSMUSG00000028758,16559,Kif17,protein_coding
ENSMUSG00000028759,15441,Hp1bp3,protein_coding
ENSMUSG00000028760,230861,Eif4g3,protein_coding
ENSMUSG00000028763,15530,Hspg2,protein_coding
ENSMUSG00000028766,11647,Alpl,protein_coding
ENSMUSG00000028771,19248,Ptpn12,protein_coding
ENSMUSG00000028772,619605,Zcchc17,protein_coding
ENSMUSG00000028773,14077,Fabp3,protein_coding
ENSMUSG00000028776,94242,Tinagl1,protein_coding
ENSMUSG00000028777,242851,Gnat3,protein_coding
ENSMUSG00000028778,230777,Hcrtr1,protein_coding
ENSMUSG00000028779,67898,Pef1,protein_coding
ENSMUSG00000028780,20348,Sema3c,protein_coding
ENSMUSG00000028782,230775,Adgrb2,protein_coding
ENSMUSG00000028784,622480,Spocd1,protein_coding
ENSMUSG00000028785,15444,Hpca,protein_coding
ENSMUSG00000028786,66260,Tmem54,protein_coding
ENSMUSG00000028788,19244,Ptp4a2,protein_coding
ENSMUSG00000028789,242669,Azin2,protein_coding
ENSMUSG00000028790,20218,Khdrbs1,protein_coding
ENSMUSG00000028792,11637,Ak2,protein_coding
ENSMUSG00000028793,75234,Rnf19b,protein_coding
ENSMUSG00000028794,215493,A3galt2,protein_coding
ENSMUSG00000028795,66264,Ccdc28b,protein_coding
ENSMUSG00000028796,54383,Phc2,protein_coding
ENSMUSG00000028797,76799,Tmem234,protein_coding
ENSMUSG00000028798,54709,Eif3i,protein_coding
ENSMUSG00000028799,230761,Zfp362,protein_coding
ENSMUSG00000028800,433759,Hdac1,protein_coding
ENSMUSG00000028801,78806,Stpg1,protein_coding
ENSMUSG00000028803,74552,Nipal3,protein_coding
ENSMUSG00000028804,329942,Csmd2,protein_coding
ENSMUSG00000028807,73680,Zbtb8a,protein_coding
ENSMUSG00000028809,51796,Srrm1,protein_coding
